State_Name,District_Name,Crop_Year,Season,Crop Type,Area,Production
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Urad,383,508
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Bajra,1,2
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Brinjal,785,18633
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cabbage,161,4684
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Coriander,111,57
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cotton(lint),545,1278
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cowpea(Lobia),10,11
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Dry chillies,1693,5287
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Gram,7,7
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Groundnut,8830,23002
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Horse-gram,2441,1076
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Maize,984,6429
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Moong(Green Gram),384,315
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Onion,199,4534
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Other  Rabi pulses,26,32
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Potato,920,15799
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Ragi,552,844
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Rice,27661,87962
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sesamum,982,703
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sunflower,1310,1104
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sweet potato,200,2257
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tobacco,47,141
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tomato,4998,126185
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Urad,1749,2520
Andhra Pradesh,CHITTOOR,2014,Whole Year ,Coconut ,3465,29033000
Andhra Pradesh,CHITTOOR,2014,Whole Year ,Rice,40965,132424
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Arhar/Tur,2164,1807
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Bajra,58,75
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Brinjal,1509,9135
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Cabbage,22,271
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Cashewnut,29608,15159
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Castor seed,38,25
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Cotton(lint),22433,47597
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Cowpea(Lobia),5,2
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Dry chillies,374,2152
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Groundnut,27,44
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Horse-gram,1,
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Jowar,310,461
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Lemon,988,3824
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Maize,755,2500
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Mango,15820,191027
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Moong(Green Gram),483,324
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Onion,563,10337
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,other oilseeds,8923,185768
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Papaya,305,24011
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Pome Granet,10,104
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Ragi,406,387
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Rice,226072,681833
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Sapota,244,2041
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Sesamum,436,119
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Small millets,469,260
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Soyabean,11,25
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Sugarcane,12405,1056420
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Tobacco,1007,4578
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Tomato,407,5851
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Turmeric,160,1151
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Urad,2605,2670
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Arhar/Tur,56,47
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Brinjal,974,5897
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Cabbage,23,284
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Cowpea(Lobia),161,181
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Dry chillies,2632,3201
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Gram,97,187
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Groundnut,338,1099
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Horse-gram,86,36
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Jowar,1776,1160
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Maize,12156,98257
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Mesta,52,355
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Moong(Green Gram),16204,5914
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Onion,15,265
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Ragi,6,9
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Rice,168045,881396
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Sesamum,3016,570
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Sunflower,379,365
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Sweet potato,33,364
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Tobacco,3010,13721
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Tomato,628,8509
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Urad,18500,7641
Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,Coconut ,46865,780162000
Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,Rice,394117,1563229
Andhra Pradesh,GUNTUR,2014,Kharif     ,Arhar/Tur,8861,13805
Andhra Pradesh,GUNTUR,2014,Kharif     ,Bajra,689,758
Andhra Pradesh,GUNTUR,2014,Kharif     ,Brinjal,448,10512
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cabbage,48,592
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cashewnut,152,53
Andhra Pradesh,GUNTUR,2014,Kharif     ,Castor seed,723,1035
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cotton(lint),206374,1075856
Andhra Pradesh,GUNTUR,2014,Kharif     ,Cowpea(Lobia),8,3
Andhra Pradesh,GUNTUR,2014,Kharif     ,Dry chillies,61140,398021
Andhra Pradesh,GUNTUR,2014,Kharif     ,Groundnut,804,1298
Andhra Pradesh,GUNTUR,2014,Kharif     ,Jowar,32,48
Andhra Pradesh,GUNTUR,2014,Kharif     ,Lemon,2147,37512
Andhra Pradesh,GUNTUR,2014,Kharif     ,Maize,367,1215
Andhra Pradesh,GUNTUR,2014,Kharif     ,Mango,789,6592
Andhra Pradesh,GUNTUR,2014,Kharif     ,Moong(Green Gram),177,52
Andhra Pradesh,GUNTUR,2014,Kharif     ,Onion,408,7491
Andhra Pradesh,GUNTUR,2014,Kharif     ,other oilseeds,7,150
Andhra Pradesh,GUNTUR,2014,Kharif     ,Papaya,176,13856
Andhra Pradesh,GUNTUR,2014,Kharif     ,Rice,255607,1000190
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sapota,1386,10826
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sesamum,1483,449
Andhra Pradesh,GUNTUR,2014,Kharif     ,Soyabean,439,1277
Andhra Pradesh,GUNTUR,2014,Kharif     ,Sugarcane,470,46102
Andhra Pradesh,GUNTUR,2014,Kharif     ,Tomato,462,6642
Andhra Pradesh,GUNTUR,2014,Kharif     ,Turmeric,4854,38817
Andhra Pradesh,GUNTUR,2014,Kharif     ,Urad,1057,1517
Andhra Pradesh,GUNTUR,2014,Rabi       ,Arhar/Tur,193,301
Andhra Pradesh,GUNTUR,2014,Rabi       ,Bajra,62,68
Andhra Pradesh,GUNTUR,2014,Rabi       ,Brinjal,532,12483
Andhra Pradesh,GUNTUR,2014,Rabi       ,Cabbage,29,357
Andhra Pradesh,GUNTUR,2014,Rabi       ,Castor seed,11,16
Andhra Pradesh,GUNTUR,2014,Rabi       ,Cotton(lint),22,115
Andhra Pradesh,GUNTUR,2014,Rabi       ,Dry chillies,2078,10500
Andhra Pradesh,GUNTUR,2014,Rabi       ,Gram,5945,13691
Andhra Pradesh,GUNTUR,2014,Rabi       ,Groundnut,3839,19771
Andhra Pradesh,GUNTUR,2014,Rabi       ,Jowar,21907,150983
Andhra Pradesh,GUNTUR,2014,Rabi       ,Maize,63701,611020
Andhra Pradesh,GUNTUR,2014,Rabi       ,Moong(Green Gram),47589,61199
Andhra Pradesh,GUNTUR,2014,Rabi       ,Onion,40,707
Andhra Pradesh,GUNTUR,2014,Rabi       ,Ragi,400,595
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rapeseed &Mustard,330,8
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rice,29695,111742
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sesamum,1380,261
Andhra Pradesh,GUNTUR,2014,Rabi       ,Soyabean,4,12
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sunflower,86,83
Andhra Pradesh,GUNTUR,2014,Rabi       ,Sweet potato,9,99
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tobacco,4991,14559
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tomato,524,7100
Andhra Pradesh,GUNTUR,2014,Rabi       ,Urad,30401,31799
Andhra Pradesh,GUNTUR,2014,Whole Year ,Coconut ,112,2428000
Andhra Pradesh,GUNTUR,2014,Whole Year ,Rice,285302,1111932
Andhra Pradesh,KADAPA,2014,Kharif     ,Arhar/Tur,2367,360
Andhra Pradesh,KADAPA,2014,Kharif     ,Bajra,1173,3010
Andhra Pradesh,KADAPA,2014,Kharif     ,Brinjal,511,12129
Andhra Pradesh,KADAPA,2014,Kharif     ,Cashewnut,6,2
Andhra Pradesh,KADAPA,2014,Kharif     ,Castor seed,686,392
Andhra Pradesh,KADAPA,2014,Kharif     ,Cotton(lint),34346,57550
Andhra Pradesh,KADAPA,2014,Kharif     ,Cowpea(Lobia),1183,256
Andhra Pradesh,KADAPA,2014,Kharif     ,Dry chillies,830,4150
Andhra Pradesh,KADAPA,2014,Kharif     ,Grapes,1,23
Andhra Pradesh,KADAPA,2014,Kharif     ,Groundnut,15754,6963
Andhra Pradesh,KADAPA,2014,Kharif     ,Horse-gram,1759,790
Andhra Pradesh,KADAPA,2014,Kharif     ,Jowar,5677,7272
Andhra Pradesh,KADAPA,2014,Kharif     ,Lemon,1926,16750
Andhra Pradesh,KADAPA,2014,Kharif     ,Linseed,361,174
Andhra Pradesh,KADAPA,2014,Kharif     ,Maize,408,1336
Andhra Pradesh,KADAPA,2014,Kharif     ,Mango,21244,77817
Andhra Pradesh,KADAPA,2014,Kharif     ,Moong(Green Gram),491,605
Andhra Pradesh,KADAPA,2014,Kharif     ,Onion,2983,37144
Andhra Pradesh,KADAPA,2014,Kharif     ,Other Kharif pulses,2,
Andhra Pradesh,KADAPA,2014,Kharif     ,other oilseeds,76,136
Andhra Pradesh,KADAPA,2014,Kharif     ,Papaya,789,84511
Andhra Pradesh,KADAPA,2014,Kharif     ,Pome Granet,89,922
Andhra Pradesh,KADAPA,2014,Kharif     ,Ragi,11,10
Andhra Pradesh,KADAPA,2014,Kharif     ,Rice,42124,155648
Andhra Pradesh,KADAPA,2014,Kharif     ,Sapota,434,3631
Andhra Pradesh,KADAPA,2014,Kharif     ,Sesamum,542,148
Andhra Pradesh,KADAPA,2014,Kharif     ,Small millets,226,198
Andhra Pradesh,KADAPA,2014,Kharif     ,Sugarcane,373,30621
Andhra Pradesh,KADAPA,2014,Kharif     ,Sunflower,1064,549
Andhra Pradesh,KADAPA,2014,Kharif     ,Tobacco,20,60
Andhra Pradesh,KADAPA,2014,Kharif     ,Tomato,2881,75102
Andhra Pradesh,KADAPA,2014,Kharif     ,Turmeric,3285,26694
Andhra Pradesh,KADAPA,2014,Kharif     ,Urad,504,668
Andhra Pradesh,KADAPA,2014,Rabi       ,Arhar/Tur,24,4
Andhra Pradesh,KADAPA,2014,Rabi       ,Bajra,1945,4991
Andhra Pradesh,KADAPA,2014,Rabi       ,Brinjal,358,8497
Andhra Pradesh,KADAPA,2014,Rabi       ,Castor seed,25,14
Andhra Pradesh,KADAPA,2014,Rabi       ,Coriander,19126,11724
Andhra Pradesh,KADAPA,2014,Rabi       ,Cotton(lint),1246,2088
Andhra Pradesh,KADAPA,2014,Rabi       ,Cowpea(Lobia),831,212
Andhra Pradesh,KADAPA,2014,Rabi       ,Dry chillies,5,16
Andhra Pradesh,KADAPA,2014,Rabi       ,Gram,68169,43083
Andhra Pradesh,KADAPA,2014,Rabi       ,Groundnut,11588,15435
Andhra Pradesh,KADAPA,2014,Rabi       ,Horse-gram,2960,1400
Andhra Pradesh,KADAPA,2014,Rabi       ,Jowar,9591,15183
Andhra Pradesh,KADAPA,2014,Rabi       ,Maize,2945,19243
Andhra Pradesh,KADAPA,2014,Rabi       ,Moong(Green Gram),4935,4047
Andhra Pradesh,KADAPA,2014,Rabi       ,Onion,381,6556
Andhra Pradesh,KADAPA,2014,Rabi       ,Other  Rabi pulses,4,5
Andhra Pradesh,KADAPA,2014,Rabi       ,Papaya,729,78084
Andhra Pradesh,KADAPA,2014,Rabi       ,Potato,3,52
Andhra Pradesh,KADAPA,2014,Rabi       ,Ragi,78,119
Andhra Pradesh,KADAPA,2014,Rabi       ,Rice,3761,10189
Andhra Pradesh,KADAPA,2014,Rabi       ,Safflower,300,93
Andhra Pradesh,KADAPA,2014,Rabi       ,Sesamum,15049,10775
Andhra Pradesh,KADAPA,2014,Rabi       ,Small millets,197,173
Andhra Pradesh,KADAPA,2014,Rabi       ,Soyabean,12,
Andhra Pradesh,KADAPA,2014,Rabi       ,Sunflower,14902,10536
Andhra Pradesh,KADAPA,2014,Rabi       ,Sweet potato,51,523
Andhra Pradesh,KADAPA,2014,Rabi       ,Tobacco,6,18
Andhra Pradesh,KADAPA,2014,Rabi       ,Tomato,2027,64448
Andhra Pradesh,KADAPA,2014,Rabi       ,Urad,5874,3994
Andhra Pradesh,KADAPA,2014,Rabi       ,Wheat,274,195
Andhra Pradesh,KADAPA,2014,Whole Year ,Coconut ,121,1014000
Andhra Pradesh,KADAPA,2014,Whole Year ,Rice,45885,165837
Andhra Pradesh,KRISHNA,2014,Kharif     ,Arhar/Tur,607,403
Andhra Pradesh,KRISHNA,2014,Kharif     ,Brinjal,578,5552
Andhra Pradesh,KRISHNA,2014,Kharif     ,Cabbage,57,147
Andhra Pradesh,KRISHNA,2014,Kharif     ,Cashewnut,115,40
Andhra Pradesh,KRISHNA,2014,Kharif     ,Cotton(lint),55571,261650
Andhra Pradesh,KRISHNA,2014,Kharif     ,Dry chillies,8456,49485
Andhra Pradesh,KRISHNA,2014,Kharif     ,Dry ginger,53,330
Andhra Pradesh,KRISHNA,2014,Kharif     ,Groundnut,999,2690
Andhra Pradesh,KRISHNA,2014,Kharif     ,Lemon,626,3866
Andhra Pradesh,KRISHNA,2014,Kharif     ,Maize,4682,20048
Andhra Pradesh,KRISHNA,2014,Kharif     ,Mango,58445,663468
Andhra Pradesh,KRISHNA,2014,Kharif     ,Moong(Green Gram),2147,1576
Andhra Pradesh,KRISHNA,2014,Kharif     ,other oilseeds,5709,127784
Andhra Pradesh,KRISHNA,2014,Kharif     ,Papaya,121,9526
Andhra Pradesh,KRISHNA,2014,Kharif     ,Pome Granet,11,114
Andhra Pradesh,KRISHNA,2014,Kharif     ,Rice,235212,788901
Andhra Pradesh,KRISHNA,2014,Kharif     ,Sapota,541,4526
Andhra Pradesh,KRISHNA,2014,Kharif     ,Sesamum,70,19
Andhra Pradesh,KRISHNA,2014,Kharif     ,Sugarcane,16719,1400898
Andhra Pradesh,KRISHNA,2014,Kharif     ,Tomato,439,6312
Andhra Pradesh,KRISHNA,2014,Kharif     ,Turmeric,1887,22578
Andhra Pradesh,KRISHNA,2014,Kharif     ,Urad,841,775
Andhra Pradesh,KRISHNA,2014,Rabi       ,Brinjal,519,4985
Andhra Pradesh,KRISHNA,2014,Rabi       ,Cabbage,91,235
Andhra Pradesh,KRISHNA,2014,Rabi       ,Castor seed,20,
Andhra Pradesh,KRISHNA,2014,Rabi       ,Dry chillies,827,4179
Andhra Pradesh,KRISHNA,2014,Rabi       ,Gram,769,1485
Andhra Pradesh,KRISHNA,2014,Rabi       ,Groundnut,845,1847
Andhra Pradesh,KRISHNA,2014,Rabi       ,Horse-gram,755,313
Andhra Pradesh,KRISHNA,2014,Rabi       ,Jowar,524,2370
Andhra Pradesh,KRISHNA,2014,Rabi       ,Maize,20950,141433
Andhra Pradesh,KRISHNA,2014,Rabi       ,Moong(Green Gram),15572,12286
Andhra Pradesh,KRISHNA,2014,Rabi       ,Onion,13,230
Andhra Pradesh,KRISHNA,2014,Rabi       ,Rapeseed &Mustard,890,281
Andhra Pradesh,KRISHNA,2014,Rabi       ,Rice,52830,209894
Andhra Pradesh,KRISHNA,2014,Rabi       ,Sesamum,1279,242
Andhra Pradesh,KRISHNA,2014,Rabi       ,Sunflower,15,14
Andhra Pradesh,KRISHNA,2014,Rabi       ,Sweet potato,7,77
Andhra Pradesh,KRISHNA,2014,Rabi       ,Tobacco,2006,12527
Andhra Pradesh,KRISHNA,2014,Rabi       ,Tomato,538,7289
Andhra Pradesh,KRISHNA,2014,Rabi       ,Urad,124853,145703
Andhra Pradesh,KRISHNA,2014,Whole Year ,Coconut ,1829,39653000
Andhra Pradesh,KRISHNA,2014,Whole Year ,Rice,288042,998795
Andhra Pradesh,KURNOOL,2014,Kharif     ,Arhar/Tur,43233,18460
Andhra Pradesh,KURNOOL,2014,Kharif     ,Bajra,5056,7083
Andhra Pradesh,KURNOOL,2014,Kharif     ,Brinjal,732,17375
Andhra Pradesh,KURNOOL,2014,Kharif     ,Cabbage,11,136
Andhra Pradesh,KURNOOL,2014,Kharif     ,Castor seed,31651,18104
Andhra Pradesh,KURNOOL,2014,Kharif     ,Cotton(lint),306058,809620
Andhra Pradesh,KURNOOL,2014,Kharif     ,Dry chillies,13822,70022
Andhra Pradesh,KURNOOL,2014,Kharif     ,Grapes,5,115
Andhra Pradesh,KURNOOL,2014,Kharif     ,Groundnut,94160,67607
Andhra Pradesh,KURNOOL,2014,Kharif     ,Jowar,17060,41951
Andhra Pradesh,KURNOOL,2014,Kharif     ,Lemon,146,1270
Andhra Pradesh,KURNOOL,2014,Kharif     ,Maize,38554,138717
Andhra Pradesh,KURNOOL,2014,Kharif     ,Mango,3446,21675
Andhra Pradesh,KURNOOL,2014,Kharif     ,Moong(Green Gram),1604,1978
Andhra Pradesh,KURNOOL,2014,Kharif     ,Onion,22754,436353
Andhra Pradesh,KURNOOL,2014,Kharif     ,Papaya,165,12990
Andhra Pradesh,KURNOOL,2014,Kharif     ,Pome Granet,84,870
Andhra Pradesh,KURNOOL,2014,Kharif     ,Rice,91569,361514
Andhra Pradesh,KURNOOL,2014,Kharif     ,Safflower,85,37
Andhra Pradesh,KURNOOL,2014,Kharif     ,Sapota,306,2560
Andhra Pradesh,KURNOOL,2014,Kharif     ,Sesamum,78,21
Andhra Pradesh,KURNOOL,2014,Kharif     ,Small millets,6681,5859
Andhra Pradesh,KURNOOL,2014,Kharif     ,Soyabean,200,235
